,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
3134,0.0,0.01,0.31,0.07333333333333333,0.0525,0.02,0.0,0.0,0.02,0.02,0.01
3135,0.01,0.2,0.15333333333333335,0.15833333333333333,0.333,0.04733333333333333,0.02333333333333333,0.025,0.0,0.01,0.0
3136,0.0,0.01,0.12,0.013999999999999999,0.0125,0.015,0.6,0.0,0.0,0.0,0.14
3137,0.0,0.0,0.3483333333333334,0.0,0.0625,0.05,0.0,0.02,0.0,0.0,0.0
3138,0.0,0.5063333333333333,0.01,0.02,0.03,0.01,0.02,0.0,0.0,0.0,0.02
3139,0.0,0.012,0.03333333333333333,0.091,0.115,0.08,0.01,0.03,0.0,0.0,0.01
3140,0.01,0.05,0.08,0.024285714285714285,0.035,0.04,0.0,0.04,0.01,0.0,0.04
3141,0.02,0.16666666666666663,0.08900000000000001,0.165,0.11,0.11916666666666666,0.01,0.0795,0.07,0.02,0.08
3142,0.01,0.06,0.07,0.085,0.0,0.02,0.0,0.02,0.0,0.0,0.0
3143,0.01,0.065,0.04,0.05,0.105,0.02,0.01,0.0,0.0,0.01,0.0
3144,0.01,0.01,0.1,0.02,0.07,0.004,0.01,0.01,0.01,0.01,0.0
3145,0.0,0.03,0.05666666666666667,0.18083333333333335,0.0,0.13,0.01,0.07214285714285715,0.0,0.0,0.0
3146,0.0,0.013333333333333332,0.18,0.21,0.01,0.01,0.0,0.01,0.01,0.0,0.0
3147,0.01,0.04666666666666666,0.09,0.06666666666666667,0.0325,0.04,0.03,0.01,0.0,0.0,0.0
3148,0.02,0.22666666666666666,0.13,0.11133333333333334,0.07,0.03333333333333333,0.02,0.011666666666666665,0.07,0.01,0.02
3149,0.01,0.06,0.05,0.18,0.0,0.01,0.0,0.01,0.0,0.0,0.01
3150,0.003333333333333333,0.04,0.215,0.01,0.11,0.07,0.0,0.0,0.01,0.0,0.02
3151,0.02,0.06833333333333333,0.037000000000000005,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.006666666666666666
3152,0.005,0.01,0.17,0.03,0.02,0.0,0.005,0.0,0.0,0.01,0.0
3153,0.005,0.015,0.02,0.035,0.024,0.03666666666666667,0.025,0.01,0.83,0.01,0.0
3154,0.0,0.03,0.03666666666666667,0.056666666666666664,0.05,0.03,0.0,0.0,0.01,0.0,0.03
3155,0.0,0.065,0.085,0.08666666666666668,0.08,0.04,0.0,0.0,0.0,0.01,0.0
3156,0.0,0.03,0.05,0.3,0.44,0.24,0.0,0.01,0.01,0.0,0.0
3157,0.02,0.053832967032967034,0.17,0.10800000000000001,0.03,0.075,0.01,0.0,0.0,0.0,0.02
3158,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.96,0.0,0.0
3159,0.01,0.03333333333333333,0.105,0.08,0.02,0.0,0.0,0.0,0.0,0.01,0.0
3160,0.0,0.0,0.01,0.72,0.01,0.06,0.0,0.0,0.0,0.0,0.0
3161,0.035,0.08,0.16,0.1075,0.18,0.065,0.02,0.03,0.02,0.06,0.03
3162,0.01,0.0,0.03,0.02,0.07,0.09,0.0,0.08,0.0,0.01,0.0
3163,0.003333333333333333,0.08316666666666667,0.29649999999999993,0.34836904761904763,0.042727272727272725,0.09,0.04,0.26263095238095235,0.02,0.01,0.01
3164,0.02,0.0,0.04,0.01,0.5025,0.45,0.01,0.0,0.0,0.0,0.0
3165,0.06,0.04,0.16,0.03,0.05,0.06,0.0025,0.01,0.0,0.0,0.0
3166,0.01,0.02,0.06,0.035,0.02,0.01,0.0,0.0,0.87,0.0,0.02
3167,0.0,0.01,0.03,0.03,0.03,0.04,0.0,0.0,0.0,0.01,0.0
3168,0.0,0.0125,0.04,0.075,0.0,0.01,0.0,0.0,0.88,0.01,0.0
3169,0.03,0.03,0.55,0.05833333333333333,0.05,0.0,0.07666666666666666,0.01,0.01,0.01,0.0
3170,0.0,0.0,0.06,0.05333333333333333,0.1,0.07,0.0,0.02,0.03,0.0,0.02
3171,0.02,0.05,0.135,0.125,0.07,0.004,0.01,0.04,0.06,0.0,0.01
3172,0.02,0.01,0.11,0.04,0.03,0.02,0.03,0.04,0.0,0.0,0.0
3173,0.03,0.09,0.08,0.21566666666666667,0.10375,0.08,0.08,0.09,0.03,0.0,0.12
3174,0.02,0.09,0.12,0.0775,0.06833333333333334,0.02,0.02,0.01,0.05,0.0,0.01
3175,0.0,0.0,0.1,0.04,0.0,0.05,0.0,0.04,0.0,0.0,0.0
3176,0.01,0.03,0.15,0.02125,0.07250000000000001,0.07,0.0,0.0,0.0,0.0,0.01
3177,0.0,0.0,0.03,0.0,0.07,0.02,0.0,0.02,0.04,0.0,0.02
3178,0.02,0.05,0.07,0.09166666666666667,0.16,0.07,0.0,0.05,0.01,0.01,0.03
3179,0.0,0.0,0.01,0.0,0.02,0.59,0.0,0.0,0.0,0.0,0.0
3180,0.0,0.04,0.03,0.0125,0.115,0.01,0.02,0.04,0.0,0.0,0.02
3181,0.005,0.0,0.13,0.04,0.03,0.0,0.01,0.01,0.01,0.0,0.0
3182,0.01,0.0,0.02,0.01,0.02,0.03,0.0,0.02,0.0,0.06,0.0
3183,0.0,0.02,0.02,0.02,0.36,0.1375,0.0,0.02,0.0,0.0,0.0
3184,0.02,0.03,0.065,0.023333333333333334,0.06,0.05,0.01,0.0,0.0,0.02,0.01
3185,0.0,0.06,0.07,0.04,0.12,0.1,0.01,0.004,0.0,0.0,0.0
3186,0.03,0.035,0.102,0.08357142857142857,0.02,0.213,0.0,0.05,0.02,0.0,0.0
3187,0.0,0.0,0.0,0.0,0.33471879509379504,0.0,0.0,0.0,0.0,0.0,0.03
3188,0.0,0.03,0.41666666666666674,0.01,0.03,0.01,0.02,0.0,0.0,0.01,0.0
3189,0.03,0.21785714285714286,0.1366666666666667,0.158,0.02,0.03,0.003333333333333333,0.01,0.04,0.01,0.03
3190,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.005,0.9,0.0,0.0
3191,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.003333333333333333,0.86,0.0,0.0
3192,0.07,0.01,0.03,0.07,0.5,0.33,0.0,0.09,0.0,0.0,0.03
3193,0.02,0.04,0.09,0.16166666666666665,0.1475,0.12,0.01,0.03333333333333333,0.01,0.0,0.01
3194,0.0,0.02,0.03,0.04,0.07,0.05,0.0,0.0,0.0,0.0,0.0
3195,0.0,0.0125,0.0,0.032,0.0,0.01,0.0,0.0,0.0,0.0,0.0
3196,0.0,0.04,0.02,0.06,0.03,0.0,0.0,0.02,0.0,0.0,0.0
3197,0.045,0.01,0.15666666666666665,0.11,0.09,0.09,0.04,0.015,0.05,0.03,0.02
3198,0.0,0.07,0.23800000000000002,0.07,0.045,0.08,0.0,0.0,0.0,0.01,0.02
3199,0.07683333333333332,0.02,0.10511904761904763,0.154,0.02,0.06666666666666667,0.01,0.09416666666666666,0.0,0.0,0.01
3200,0.01,0.0,0.05,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
3201,0.03,0.05,0.09,0.066,0.15,0.08,0.03,0.02,0.0,0.0,0.0
3202,0.01,0.0225,0.17,0.036000000000000004,0.01,0.02,0.0,0.0,0.0,0.02,0.01
3203,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.9,0.0,0.01
3204,0.01,0.0,0.115,0.013333333333333332,0.16,0.04,0.0,0.0,0.0,0.0,0.0
3205,0.0,0.05,0.14,0.09,0.05,0.03,0.0,0.03,0.01,0.01,0.01
3206,0.04,0.035,0.24,0.025,0.06,0.03,0.01,0.0,0.02,0.0,0.0
3207,0.79,0.86,0.64,0.79,0.025,0.04,0.10666666666666667,0.01,0.01,0.0,0.01
3208,0.0,0.0,0.01,0.0,0.09,0.05,0.0,0.03,0.0,0.0,0.0
3209,0.02,0.0,0.17333333333333337,0.04,0.045,0.04,0.01,0.01,0.0,0.0,0.005
3210,0.0,0.01,0.9,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.0
3211,0.0075,0.0075,0.6283333333333333,0.39083333333333337,0.04166666666666666,0.03,0.0,0.003333333333333333,0.0,0.0,0.0
3212,0.0,0.0,0.25,0.02,0.06,0.01,0.0,0.0,0.0,0.0,0.0
3213,0.0,0.0,0.02,0.0,0.16,0.31,0.0,0.01,0.0,0.0,0.01
3214,0.01,0.0,0.33666666666666667,0.02,0.12136904761904761,0.03,0.01,0.0,0.0,0.0,0.0
3215,0.01,0.01,0.69,0.0125,0.01,0.0,0.01,0.0,0.0,0.0,0.0
3216,0.01,0.01,0.2025,0.068,0.49,0.01,0.01,0.01,0.02,0.01,0.0175
3217,0.0,0.03,0.04,0.0075,0.13,0.05,0.04,0.02333333333333333,0.0,0.0,0.0
3218,0.0,0.03,0.11666666666666665,0.05,0.095,0.04,0.0,0.0,0.04,0.08,0.05
3219,0.02,0.18116666666666667,0.13133333333333333,0.38650000000000007,0.06,0.15500000000000003,0.0,0.0,0.0,0.0,0.03
3220,0.02,0.05,0.3466666666666666,0.04,0.05,0.02,0.01,0.01,0.01,0.0,0.03
3221,0.0,0.01,0.03,0.0,0.0175,0.01,0.0,0.02,0.85,0.01,0.0
3222,0.03333333333333333,0.01,0.013333333333333332,0.01,0.02,0.0,0.0,0.0,0.96,0.0,0.0
3223,0.0,0.06,0.06,0.04333333333333333,0.01,0.02,0.0,0.0,0.0,0.37,0.0
3224,0.0,0.02,0.015,0.02,0.31,0.17,0.0,0.0,0.0,0.0,0.0
3225,0.05,0.06166666666666667,0.2,0.09083333333333334,0.08,0.04,0.02,0.025,0.04,0.0,0.02
3226,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.07,0.0,0.0,0.02
3227,0.0,0.04,0.06,0.02,0.01,0.01,0.02,0.0,0.0,0.04,0.06
3228,0.04,0.03,0.02,0.06,0.14,0.08,0.01,0.0,0.0,0.04,0.04
3229,0.0,0.013333333333333332,0.1998333333333333,0.0325,0.02,0.01,0.0,0.0,0.0,0.01,0.0
3230,0.01,0.01,0.04333333333333333,0.0425,0.026666666666666665,0.01,0.005,0.01,0.81,0.0,0.0
3231,0.01,0.0,0.085,0.03,0.0,0.01,0.01,0.02,0.0,0.0,0.0
3232,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.9,0.0,0.0
3233,0.0025,0.04,0.17535714285714285,0.084,0.05,0.02,0.015,0.06,0.03,0.0,0.04
3234,0.01,0.02,0.07916666666666666,0.04,0.006666666666666666,0.02333333333333333,0.0,0.02,0.01,0.0,0.0
3235,0.01,0.006666666666666666,0.08,0.018000000000000002,0.065,0.06,0.0,0.0,0.01,0.01,0.0
3236,0.0,0.01,0.1,0.07,0.16,0.042,0.0,0.026666666666666665,0.02,0.0,0.01
3237,0.02,0.003333333333333333,0.18,0.04,0.135,0.04,0.01,0.04,0.0,0.0,0.0
3238,0.0,0.02,0.08,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.01
3239,0.0,0.0,0.04,0.02,0.27,0.07,0.0,0.0,0.0,0.01,0.0
3240,0.01,0.04,0.2533333333333333,0.075,0.03,0.01,0.0,0.0,0.0,0.02,0.01
3241,0.0,0.02,0.045,0.05,0.05,0.07,0.01,0.06,0.01,0.0,0.0
3242,0.01,0.01,0.6233333333333334,0.03333333333333333,0.01,0.03,0.01,0.0,0.02,0.01,0.0
3243,0.0,0.175,0.0,0.21,0.02,0.1,0.0,0.01,0.0,0.0,0.0
3244,0.0,0.01,0.03,0.04,0.4,0.565,0.0,0.01,0.0,0.0,0.01
3245,0.0375,0.03,0.09,0.05833333333333333,0.05967741935483871,0.02,0.01,0.022000000000000002,0.02,0.01,0.01
3246,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,0.01,0.006666666666666666,0.03,0.015,0.02,0.03,0.0,0.02,0.83,0.01,0.0
3248,0.01,0.027692307692307693,0.04,0.20833333333333331,0.04,0.05666666666666667,0.0,0.035,0.01,0.0,0.0
3249,0.01,0.02,0.11,0.085,0.08,0.03,0.01,0.02,0.04,0.0,0.01
3250,0.0,0.005,0.025,0.06,0.03,0.01,0.01,0.01,0.02,0.02,0.02
3251,0.0,0.045,0.0,0.11,0.01,0.14,0.0,0.0,0.0,0.0,0.0
3252,0.015,0.0,0.09,0.12,0.05,0.08,0.0,0.0,0.01,0.0,0.04
3253,0.1,0.02,0.17,0.095,0.06666666666666667,0.05,0.0,0.03,0.02,0.02,0.03
3254,0.01,0.015,0.035,0.39414285714285713,0.0,0.013333333333333332,0.01,0.371,0.0,0.0,0.0
3255,0.01,0.01,0.095,0.03666666666666667,0.03,0.02,0.0,0.02,0.25,0.0,0.0
3256,0.0,0.0125,0.312,0.026666666666666665,0.01,0.02,0.0,0.0,0.0,0.0,0.01
3257,0.01,0.045,0.15,0.1315,0.04,0.02,0.006666666666666666,0.015,0.01,0.0,0.03
3258,0.0,0.62,0.06,0.6733333333333333,0.05,0.02,0.01,0.01,0.0,0.0,0.0
3259,0.025,0.02,0.08,0.15266666666666667,0.04,0.015,0.0,0.06,0.05,0.0,0.08
3260,0.3856666666666666,0.0,0.01,0.021666666666666664,0.015,0.05583333333333333,0.0,0.0,0.0,0.0,0.0
3261,0.02,0.004,0.042,0.035,0.1,0.06,0.01,0.01,0.0,0.0,0.01
3262,0.0,0.02,0.05,0.02,0.26,0.08,0.0,0.0,0.0,0.01,0.0
3263,0.01,0.03,0.555,0.025,0.04,0.07,0.005,0.01,0.0,0.01,0.0
3264,0.0,0.0,0.455,0.005,0.21,0.03,0.0,0.0,0.0,0.0,0.0
3265,0.02,0.0,0.17333333333333337,0.04,0.045,0.04,0.01,0.01,0.0,0.0,0.005
3266,0.0,0.02,0.03,0.06,0.16,0.20666666666666664,0.0,0.0,0.0,0.0,0.0
3267,0.0,0.03,0.1,0.01,0.33,0.0825,0.0,0.01,0.0,0.01,0.01
3268,0.0,0.0,0.09,0.025,0.0,0.02,0.0,0.0,0.0,0.0,0.0
3269,0.0,0.005,0.1,0.0,0.24958333333333335,0.08,0.0,0.03,0.01,0.0,0.04
3270,0.0,0.0,0.07,0.0,0.014285714285714285,0.0,0.005,0.0,0.0,0.0,0.01
3271,0.0,0.02,0.13,0.035,0.03,0.03,0.0,0.01,0.01,0.17,0.0
3272,0.012666666666666668,0.026000000000000002,0.46033333333333337,0.192,0.0525,0.01,0.0,0.0,0.0,0.0,0.0
3273,0.03,0.056666666666666664,0.03,0.07,0.095,0.13,0.01,0.03,0.01,0.0,0.01
3274,0.01,0.0225,0.39833333333333326,0.11,0.20083333333333336,0.05,0.02,0.01,0.03,0.0,0.0
3275,0.0,0.03666666666666667,0.02,0.03,0.0,0.01,0.0,0.0,0.78,0.0,0.0
3276,0.0,0.003333333333333333,0.12,0.04,0.03,0.01,0.005,0.01,0.01,0.0,0.01
3277,0.01,0.01,0.04,0.035,0.12,0.05,0.01,0.06,0.0,0.0,0.0
3278,0.0,0.01,0.02,0.03,0.06,0.06,0.0,0.01,0.0,0.0,0.02
3279,0.025,0.01,0.09,0.06333333333333332,0.07,0.08,0.0,0.02,0.0,0.01,0.03
3280,0.0,0.02,0.4975,0.64,0.029166666666666664,0.0,0.02,0.72,0.0,0.0,0.005
3281,0.0,0.05,0.39333333333333337,0.09333333333333334,0.02,0.02,0.0,0.02,0.07,0.01,0.01
3282,0.0,0.055,0.04,0.125,0.06,0.03,0.02,0.0,0.0,0.01,0.0
3283,0.0,0.0,0.19,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0
3284,0.0,0.0175,0.05,0.02,0.12,0.07,0.01,0.0,0.0,0.0,0.02
3285,0.01,0.06,0.14,0.09333333333333332,0.14011904761904762,0.111,0.03,0.07333333333333333,0.01,0.01,0.0
3286,0.0,0.056666666666666664,0.0,0.6123333333333334,0.0,0.01,0.0,0.01,0.0,0.0,0.0
3287,0.01,0.0,0.03,0.03,0.7,0.55,0.0,0.01,0.0,0.0,0.0
3288,0.02,0.105,0.11,0.29,0.1,0.04,0.005,0.04,0.04,0.0,0.0025
3289,0.0,0.04,0.04,0.06,0.1,0.05,0.0,0.01,0.02,0.0,0.01
3290,0.01,0.03166666666666666,0.021666666666666664,0.09,0.0,0.0,0.0,0.01,0.85,0.0,0.01
3291,0.015,0.003333333333333333,0.06,0.055,0.03,0.0,0.0,0.01,0.0,0.0,0.0
3292,0.01,0.085,0.21833333333333332,0.13166666666666668,0.12,0.0655,0.0,0.06,0.06,0.02,0.05
3293,0.0,0.005,0.09333333333333332,0.1916666666666667,0.0,0.01,0.0,0.0,0.0,0.0,0.0
3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,0.01,0.02,0.22,0.01,0.06,0.01,0.0,0.05,0.0,0.15,0.01
3296,0.0,0.01,0.02,0.0,0.16,0.29,0.0,0.0,0.0,0.0,0.0
3297,0.0,0.03,0.02,0.0,0.06,0.11,0.0,0.0,0.0,0.0,0.0
3298,0.0,0.055,0.2333333333333333,0.095,0.06,0.02,0.01,0.05333333333333333,0.08,0.01,0.02
3299,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0
3300,0.0,0.18,0.67,0.2,0.18666666666666668,0.05,0.0,0.01,0.03,0.0,0.02
3301,0.0,0.26,0.47700000000000004,0.33399999999999996,0.4,0.01,0.01,0.02,0.01,0.0,0.0
3302,0.0,0.024761904761904763,0.099,0.02,0.01,0.0,0.065,0.01,0.0,0.0,0.012
3303,0.01,0.02,0.01,0.01,0.0,0.07,0.0,0.02,0.0,0.0,0.0
3304,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3305,0.0,0.04333333333333333,0.075,0.0375,0.05333333333333333,0.04,0.011666666666666665,0.03,0.01,0.02,0.016666666666666666
3306,0.0,0.061190476190476184,0.0,0.04,0.04,0.05,0.0,0.0,0.0,0.02,0.0
3307,0.01,0.01,0.02,0.04,0.01,0.01,0.0,0.0,0.0,0.04,0.0
3308,0.0,0.0,0.12,0.02,0.17,0.16,0.0,0.01,0.0,0.01,0.0
3309,0.02,0.01,0.085,0.04,0.04,0.065,0.03,0.044000000000000004,0.01,0.02,0.03
3310,0.01,0.016666666666666666,0.21,0.04,0.04,0.01,0.0,0.0,0.0,0.01,0.0
3311,0.025,0.01,0.6288333333333334,0.02,0.01,0.01,0.03,0.01,0.0,0.0,0.0
3312,0.0,0.0125,0.312,0.026666666666666665,0.01,0.02,0.0,0.0,0.0,0.0,0.01
3313,0.0,0.0,0.06,0.023333333333333334,0.02,0.02,0.01,0.01,0.01,0.63,0.0
3314,0.0,0.02,0.3516666666666666,0.015,0.0,0.0,0.02,0.0,0.0,0.0,0.0
3315,0.0,0.03,0.07,0.03,0.06,0.01,0.0,0.01,0.0,0.0,0.02
3316,0.01,0.2756666666666666,0.034,0.0965,0.02,0.006,0.02,0.0,0.0,0.0,0.01
3317,0.01,0.02,0.065,0.04,0.04,0.003333333333333333,0.0,0.0,0.0,0.0,0.0
3318,0.0,0.04,0.06,0.01,0.09,0.04,0.0,0.01,0.0,0.0,0.02
3319,0.0,0.01,0.02,0.01,0.11,0.02,0.0,0.0,0.0,0.0,0.0
3320,0.005,0.01,0.05,0.02,0.015,0.0,0.0,0.003333333333333333,0.11,0.0,0.02
3321,0.01,0.015,0.04333333333333333,0.095,0.15666666666666665,0.1025,0.0,0.02,0.03,0.0,0.01
3322,0.0,0.01,0.2916666666666667,0.05333333333333333,0.09,0.03,0.0,0.01,0.01,0.0,0.01
3323,0.03,0.01,0.13,0.05,0.09666666666666668,0.03,0.02,0.02,0.01,0.0,0.05
3324,0.02,0.03,0.25133333333333335,0.059000000000000004,0.11,0.03,0.0,0.0,0.01,0.0,0.01
3325,0.0,0.0,0.0,0.02,0.3,0.1433333333333333,0.01,0.0,0.0,0.0,0.0
3326,0.01,0.035,0.02,0.02,0.03333333333333333,0.02,0.0,0.01,0.22,0.0,0.01
3327,0.02,0.03,0.07,0.02,0.02,0.08,0.01,0.01,0.02,0.03,0.03
3328,0.0,0.04,0.065,0.025,0.076,0.025,0.0,0.04,0.01,0.0,0.04
3329,0.0,0.01,0.01,0.01,0.49,0.3575,0.0,0.01,0.0,0.0,0.0
3330,0.0,0.29,0.02,0.34,0.1,0.01,0.0,0.0,0.0,0.0,0.0
3331,0.02,0.02,0.09,0.08708333333333332,0.03,0.02,0.03,0.02,0.01,0.01,0.02
3332,0.08,0.03166666666666666,0.12,0.05,0.25,0.09,0.01,0.016666666666666666,0.01,0.01,0.0
3333,0.03,0.07,0.05,0.12,0.065,0.08,0.0,0.01,0.0,0.0,0.04
3334,0.0,0.03,0.1,0.095,0.06,0.02,0.01,0.01,0.0,0.02,0.01
3335,0.0,0.02,0.03,0.01,0.02,0.03,0.0,0.0,0.01,0.76,0.0
3336,0.07666666666666666,0.02,0.5293333333333333,0.11266666666666665,0.02,0.03,0.0,0.0,0.0,0.0,0.0
3337,0.0,0.0,0.05,0.0,0.05,0.32,0.0,0.01,0.0,0.0,0.0
3338,0.02,0.0745,0.2016666666666667,0.08166666666666667,0.13047619047619047,0.045,0.02,0.05333333333333334,0.03,0.0,0.0
3339,0.0,0.015,0.10333333333333333,0.064,0.03,0.0,0.0,0.0,0.0,0.0,0.0
3340,0.01,0.02,0.03,0.03,0.02,0.18,0.01,0.0,0.0,0.0,0.0
3341,0.0,0.06333333333333332,0.15666666666666665,0.03,0.08,0.01,0.02,0.02,0.04,0.0,0.0
3342,0.01,0.005,0.23,0.03,0.08,0.01,0.0,0.01,0.0,0.0,0.0
3343,0.03,0.12666666666666665,0.06,0.149,0.11875,0.07,0.1,0.052000000000000005,0.03,0.0,0.1
3344,0.01,0.04333333333333333,0.10333333333333333,0.136,0.06,0.055999999999999994,0.05,0.0,0.0,0.0,0.0
3345,0.01,0.045,0.05,0.011666666666666667,0.12,0.04,0.0,0.0,0.04,0.01,0.01
3346,0.0,0.15,0.25,0.12,0.07,0.04,0.02,0.03166666666666666,0.0,0.0,0.02
3347,0.0,0.0,0.035,0.055,0.08,0.02,0.0,0.03,0.0,0.0,0.01
3348,0.01,0.24,0.36,0.2725,0.2,0.02,0.01,0.01,0.01,0.0,0.04
3349,0.01,0.028333333333333332,0.39899999999999997,0.02,0.06,0.01,0.03,0.0,0.0,0.0,0.02
3350,0.005,0.08,0.2075,0.055,0.07333333333333333,0.04,0.0,0.0,0.06,0.02,0.018333333333333333
3351,0.015,0.012,0.11,0.055,0.07,0.02,0.0,0.035,0.01,0.01,0.0025
3352,0.0,0.01,0.1925,0.03,0.05,0.05,0.0,0.01,0.02,0.0,0.02
3353,0.02,0.09,0.11,0.05,0.03,0.01,0.0,0.01,0.0,0.0,0.02
3354,0.01,0.10666666666666666,0.055,0.3566666666666667,0.07666666666666667,0.055,0.0,0.00375,0.03,0.0,0.01
3355,0.0,0.02,0.005,0.01,0.09,0.03,0.0,0.0,0.0,0.01,0.01
3356,0.0,0.02,0.11,0.04,0.04333333333333334,0.04,0.0,0.02,0.01,0.03,0.01
3357,0.0,0.1,0.58,0.135,0.428,0.01,0.01,0.02,0.01,0.01,0.02
3358,0.0,0.018333333333333333,0.05,0.02,0.02,0.01,0.0,0.0025,0.56,0.0,0.0
3359,0.0,0.01,0.04,0.09,0.04,0.04,0.0,0.0,0.01,0.0,0.0
3360,0.003333333333333333,0.013333333333333332,0.285,0.05,0.05,0.02,0.0,0.01,0.02,0.03,0.01
3361,0.01,0.6016666666666667,0.04,0.63,0.03,0.01,0.02333333333333333,0.0,0.01,0.01,0.01
3362,0.0,0.01,0.02,0.01,0.41,0.06,0.01,0.0,0.0,0.01,0.02
3363,0.0,0.0,0.0,0.01,0.48,0.08,0.0,0.01,0.0,0.0,0.0
3364,0.01,0.018333333333333333,0.09333333333333332,0.016666666666666666,0.06,0.0475,0.01,0.0,0.0,0.02,0.02
3365,0.0,0.0,0.05,0.0,0.06,0.03,0.005,0.0,0.01,0.0,0.0
3366,0.01,0.02,0.01,0.01,0.04,0.0,0.06,0.01,0.0,0.0,0.03
3367,0.0,0.02,0.3818333333333333,0.0,0.3766666666666667,0.0,0.01,0.0,0.0,0.0,0.0
3368,0.0,0.01,0.08,0.0,0.08,0.02,0.0,0.04,0.0,0.0,0.0
3369,0.0,0.0,0.02,0.0,0.15,0.09,0.02,0.0,0.0,0.05,0.0
3370,0.0,0.0,0.3,0.07,0.17,0.0,0.02,0.01,0.01,0.0,0.01
3371,0.0,0.0,0.12,0.02,0.12666666666666665,0.0,0.01,0.04,0.0,0.01,0.0
3372,0.01,0.02846153846153846,0.04166666666666667,0.03666666666666667,0.08,0.04,0.0,0.03,0.0,0.01,0.03
3373,0.0,0.01,0.07,0.0,0.09,0.04,0.02,0.01,0.0,0.01,0.0
3374,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.9,0.0,0.0
3375,0.01,0.0675,0.06,0.03,0.05,0.03,0.0,0.01,0.01,0.03,0.02
3376,0.01,0.02,0.31,0.2025,0.03,0.02,0.0,0.01,0.01,0.01,0.0
3377,0.0,0.03,0.03,0.015,0.04,0.06,0.02,0.0,0.0,0.03,0.01
3378,0.0,0.0,0.07,0.0,0.08,0.03,0.0,0.0,0.0,0.04,0.0
3379,0.0,0.06,0.05,0.0,0.04,0.03,0.03,0.02,0.0,0.02,0.02
3380,0.01,0.02,0.125,0.045,0.02,0.02,0.01,0.01,0.02,0.0,0.14
3381,0.06,0.02,0.04,0.02,0.02,0.04,0.04,0.05,0.0,0.01,0.03
3382,0.006666666666666666,0.0,0.07,0.04783333333333333,0.14,0.01,0.0,0.01,0.32,0.03,0.01
3383,0.05833333333333333,0.5766666666666667,0.05,0.5943333333333334,0.01,0.023333333333333334,0.0,0.02,0.05,0.0,0.0
3384,0.01,0.076,0.5975,0.23466666666666666,0.0,0.03,0.0,0.01,0.0,0.02,0.0
3385,0.0,0.18,0.05666666666666667,0.06,0.05666666666666667,0.05,0.02,0.023333333333333334,0.0,0.0,0.01
3386,0.004,0.08,0.05,0.045,0.06,0.06,0.01,0.0,0.0,0.02,0.02
3387,0.005,0.07,0.08,0.11333333333333333,0.08,0.01,0.005,0.025,0.01,0.01,0.01
3388,0.01,0.08,0.1925,0.17,0.29,0.13,0.0,0.02,0.0,0.01,0.0
3389,0.0,0.055,0.4,0.125,0.05,0.02,0.03,0.01738095238095238,0.02,0.01,0.04
3390,0.0,0.01,0.02,0.01,0.59,0.12,0.0,0.0,0.0,0.01,0.0
3391,0.0,0.105,0.2775,0.19,0.07,0.06,0.01,0.01,0.01,0.01,0.05
3392,0.0,0.02,0.09,0.09333333333333332,0.08333333333333331,0.05,0.0,0.015,0.0,0.0,0.0
3393,0.0,0.01,0.08,0.01,0.3175,0.14,0.0,0.06,0.02,0.01,0.0
3394,0.01,0.045,0.15666666666666665,0.09666666666666666,0.03,0.03,0.01,0.04,0.01,0.0,0.0
3395,0.0,0.034,0.47,0.02,0.04,0.02333333333333333,0.0,0.076,0.0,0.0,0.01
3396,0.0,0.01,0.02,0.0,0.01,0.01,0.01,0.013333333333333332,0.12,0.01,0.0
3397,0.02333333333333333,0.63,0.0,0.06,0.0,0.003333333333333333,0.0,0.0,0.06,0.01,0.0
3398,0.01,0.0,0.0,0.26,0.01,0.0,0.74,0.01,0.01,0.0,0.0
3399,0.0,0.03,0.03,0.07,0.23,0.14666666666666667,0.0,0.0,0.0,0.01,0.0
3400,0.0,0.04,0.2,0.015,0.03,0.02,0.0,0.0,0.01,0.0,0.0
3401,0.01,0.01,0.14,0.05,0.11,0.02,0.01,0.04,0.0,0.0,0.03
3402,0.01,0.03,0.11,0.10666666666666666,0.08,0.06833333333333334,0.02,0.01,0.0,0.01,0.0
3403,0.02,0.0575,0.02,0.04333333333333333,0.013999999999999999,0.03,0.01,0.01,0.0,0.0,0.0
